============================================================================================
    Date     Time  Temp SpCond  Cond    pH      pH Turbid+   Chl   Chl ODOsat    ODO Battery
   m/d/y hh:mm:ss     C  uS/cm mS/cm            mV     NTU  ug/L   RFU      %   mg/L   volts
--------------------------------------------------------------------------------------------
08/24/12 05:31:12  9.47    244 0.172  8.05  -105.2    -0.2   0.7   0.2  101.9  11.64    11.1
08/24/12 06:01:13  9.41    244 0.172  8.05  -105.3    -0.1   0.9   0.3  101.8  11.65    11.0
08/24/12 06:31:13  9.40    244 0.171  8.06  -105.6    -0.2   0.9   0.3  101.8  11.65    11.2
08/24/12 07:01:13  9.37    244 0.171  8.07  -106.4    -0.2   0.1   0.0  102.1  11.69    11.1
08/24/12 07:31:13  9.36    244 0.171  8.08  -106.6     0.0   1.2   0.4  102.3  11.71    11.2
08/24/12 08:01:13  9.33    244 0.171  8.07  -106.4     0.7   0.8   0.2  102.1  11.71    11.1
08/24/12 08:31:13  9.30    244 0.171  8.08  -106.7    -0.2   0.1   0.0  102.3  11.73    11.1
08/24/12 09:01:12  9.24    244 0.171  8.07  -106.4     0.2   0.9   0.3  102.1  11.73    11.1
08/24/12 09:31:13  9.22    244 0.171  8.09  -107.3     6.4   0.8   0.3  102.5  11.78    11.0
08/24/12 10:01:13  9.19    244 0.170  8.12  -109.3     7.0   1.4   0.4  103.3  11.88    11.1
08/24/12 10:31:12  9.16    244 0.170  8.15  -110.6     8.7   1.0   0.3  104.0  11.97    11.1
08/24/12 11:01:12  9.15    244 0.170  8.17  -111.9     2.2   0.7   0.2  104.7  12.05    11.1
08/24/12 11:31:13  9.29    244 0.171  8.20  -113.5     4.3   0.1   0.0  105.9  12.15    11.1
08/24/12 12:01:13  9.78    244 0.173  8.18  -113.0     0.8   0.8   0.3  105.6  11.98    11.1
08/24/12 12:31:13  9.31    244 0.171  8.19  -113.0     2.6   0.5   0.2  106.3  12.19    11.1
08/24/12 13:01:13  9.31    244 0.171  8.20  -113.8     7.4   0.9   0.3  106.5  12.21    11.1
08/24/12 13:31:12  9.45    244 0.171  8.25  -117.0     3.3   1.9   0.6  108.4  12.39    11.0
08/24/12 14:01:12  9.37    244 0.171  8.26  -117.1     3.0   2.5   0.8  108.1  12.37    11.1
08/24/12 14:31:12  9.35    244 0.171  8.26  -117.5     4.6   0.7   0.2  108.6  12.44    11.1
08/24/12 15:01:12  9.68    243 0.172  8.30  -119.7    -0.2   0.9   0.3  112.0  12.73    11.1
08/24/12 15:31:11 10.11    244 0.174  8.35  -122.8    -0.2   0.6   0.2  114.2  12.84    11.1
08/24/12 16:01:12 10.46    243 0.175  8.34  -122.0     0.6   2.2   0.7  115.3  12.87    11.1
08/24/12 16:31:12  9.67    243 0.172  8.29  -119.2     2.6   1.5   0.4  112.2  12.76    11.1
08/24/12 17:01:12  9.67    244 0.172  8.25  -116.7     3.9   0.5   0.1  109.9  12.49    11.1
08/24/12 17:31:12  9.57    244 0.172  8.24  -116.0    -0.2   0.4   0.1  109.7  12.50    11.1
08/24/12 18:01:13  9.34    243 0.171  8.26  -117.1     7.6   2.0   0.6  111.2  12.75    11.0
08/24/12 18:31:12  9.33    244 0.171  8.18  -112.9     3.8   7.8   2.3  107.4  12.31    11.1
08/24/12 19:01:12  9.31    244 0.171  8.17  -112.2     3.1   3.8   1.1  107.1  12.28    11.1
08/24/12 19:31:12  9.44    244 0.172  8.14  -110.2     0.0   0.8   0.3  105.5  12.07    11.1
08/24/12 20:01:12  9.33    244 0.171  8.14  -110.5     0.2   0.5   0.1  106.1  12.16    11.1
08/24/12 20:31:12  9.34    244 0.171  8.14  -110.3     5.7   0.6   0.2  106.0  12.14    11.0
08/24/12 21:01:12  9.28    244 0.171  8.12  -108.9    -0.2   1.2   0.4  104.7  12.01    11.1
08/24/12 21:31:12  9.16    244 0.170  8.12  -108.9     0.6   0.0   0.0  104.6  12.04    11.0
08/24/12 22:01:12  8.88    244 0.169  8.11  -108.8     1.5   1.6   0.5  104.1  12.06    11.0
08/24/12 22:31:12  8.72    244 0.168  8.09  -107.5     6.1   1.8   0.5  103.1  11.99    11.0
08/24/12 23:01:12  8.60    245 0.168  8.09  -107.1    -0.1   1.0   0.3  102.6  11.96    11.1
08/24/12 23:31:12  8.54    245 0.168  8.08  -106.8     3.8   1.5   0.5  102.1  11.93    11.0
08/25/12 00:01:12  8.52    245 0.168  8.07  -106.4     1.6   1.4   0.4  101.8  11.90    11.1
08/25/12 00:31:12  8.47    245 0.167  8.07  -106.2     3.6   0.8   0.2  101.6  11.88    11.0
08/25/12 01:01:13  8.43    245 0.167  8.07  -106.0    -0.2   1.1   0.4  101.4  11.88    11.0
08/25/12 01:31:13  8.36    245 0.167  8.06  -105.5     0.2   1.1   0.3  100.8  11.82    11.1
08/25/12 02:01:13  8.33    245 0.167  8.05  -105.0    -0.3   0.7   0.2  100.7  11.82    11.0
08/25/12 02:31:13  8.32    245 0.167  8.04  -104.4     6.4   0.6   0.2  100.3  11.78    11.1
08/25/12 03:01:12  8.30    245 0.167  8.03  -104.1    -0.1   3.1   0.9  100.0  11.75    11.0
08/25/12 03:31:12  8.31    245 0.167  8.03  -104.0     0.1   0.2   0.1  100.0  11.75    11.0
08/25/12 04:01:13  8.34    245 0.167  8.03  -103.8     1.8   0.9   0.3   99.7  11.71    11.0
08/25/12 04:31:12  8.37    245 0.167  8.03  -103.9     2.9   0.4   0.1   99.8  11.70    11.0
08/25/12 05:01:12  8.44    245 0.167  8.03  -103.8     0.6   1.4   0.4   99.7  11.68    11.0
08/25/12 05:31:13  8.45    245 0.167  8.03  -103.5     2.5   2.2   0.7   99.7  11.67    11.2
08/25/12 06:01:12  8.33    245 0.167  8.01  -102.5    11.7   3.1   0.9   98.7  11.59    10.9
08/25/12 06:31:12  8.24    245 0.167  8.00  -102.2     1.0   1.0   0.3   98.2  11.56    11.0
08/25/12 07:01:12  8.23    245 0.167  8.01  -102.5     1.7   0.5   0.2   98.4  11.59    11.0
08/25/12 07:31:12  8.24    245 0.167  8.01  -102.9     1.7   1.2   0.4   98.7  11.61    11.0
08/25/12 08:01:12  8.47    245 0.167  8.03  -103.9     0.1   1.1   0.3   99.8  11.68    10.9
08/25/12 08:31:12  8.66    245 0.169  8.06  -105.7    -0.3   0.1   0.0  100.5  11.71    10.9
08/25/12 09:01:11  8.44    245 0.168  8.07  -106.3    -0.2   0.9   0.3  100.3  11.75    11.0
08/25/12 09:31:12  8.42    245 0.167  8.11  -108.2    -0.3   0.9   0.3  101.0  11.83    10.9
08/25/12 10:01:12  8.40    245 0.167  8.14  -110.1    -0.2   0.4   0.1  101.3  11.87    11.0
08/25/12 10:31:12  8.35    245 0.167  8.17  -111.6    -0.2   0.9   0.3  101.5  11.91    11.0
08/25/12 11:01:12  8.33    245 0.167  8.19  -112.8    -0.3   0.5   0.2  101.6  11.93    11.0
08/25/12 11:31:12  9.15    244 0.170  8.21  -114.2     0.0   5.8   1.7  105.7  12.17    11.0
08/25/12 12:01:12  8.93    245 0.170  8.20  -113.7     1.4   3.0   0.9  103.6  11.99    11.0
08/25/12 12:31:12  9.35    244 0.171  8.31  -120.4     0.4   9.9   2.9  107.1  12.26    11.0
08/25/12 13:01:12  9.86    244 0.173  8.32  -120.9     0.6   0.7   0.2  107.1  12.12    11.0
08/25/12 13:31:12  9.68    244 0.173  8.28  -118.6     1.9   0.7   0.2  105.0  11.93    11.0
08/25/12 14:01:12  9.38    244 0.171  8.30  -119.8     0.1   1.3   0.4  104.3  11.94    11.0
08/25/12 14:31:12  9.29    244 0.171  8.28  -118.3    12.8   0.3   0.1  104.1  11.94    11.0
08/25/12 15:01:12  9.32    244 0.171  8.29  -118.8    -0.2   1.6   0.5  104.7  12.01    10.9
08/25/12 15:31:12  9.20    244 0.171  8.23  -115.3    -0.2   1.1   0.3  104.5  12.01    10.9
08/25/12 16:01:12  9.12    244 0.170  8.22  -115.0    -0.2   0.9   0.3  104.5  12.04    10.9
08/25/12 16:31:12  8.92    244 0.169  8.20  -113.5    -0.3   2.8   0.8  104.2  12.06    11.0
08/25/12 17:01:12  8.75    245 0.169  8.17  -111.9    -0.2  15.3   4.5  103.3  12.01    10.9
08/25/12 17:31:12  8.53    245 0.168  8.16  -111.1    -0.3  23.6   6.9  102.6  11.99    11.0
08/25/12 18:01:12  8.42    245 0.167  8.12  -108.8    -0.3   2.1   0.6  101.9  11.93    11.0
08/25/12 18:31:12  8.34    245 0.167  8.10  -107.7     0.8   6.7   2.0  101.9  11.96    11.0
08/25/12 19:01:12  8.33    245 0.167  8.08  -106.8     0.2   2.5   0.8  101.5  11.92    10.9
08/25/12 19:31:13  8.33    245 0.167  8.07  -106.0    -0.2   2.5   0.8  101.3  11.90    11.0
08/25/12 20:01:13  8.29    245 0.167  8.06  -105.6    -0.1   5.3   1.6  101.1  11.88    11.0
08/25/12 20:31:12  8.16    245 0.166  8.05  -104.8    -0.2   0.5   0.2  100.8  11.89    10.9
08/25/12 21:01:12  8.10    245 0.166  8.04  -104.5    -0.3   0.8   0.3  100.3  11.85    11.0
08/25/12 21:31:13  8.03    245 0.166  8.04  -104.2    -0.3   1.3   0.4  100.4  11.88    10.9
08/25/12 22:01:13  7.91    246 0.165  8.03  -103.6    -0.2   1.1   0.3   99.3  11.78    10.9
08/25/12 22:31:13  7.85    246 0.165  8.02  -102.9    -0.3   8.5   2.5   98.7  11.73    11.0
08/25/12 23:01:12  7.80    245 0.165  8.02  -103.0    -0.1   1.5   0.4   98.5  11.72    10.9
08/25/12 23:31:12  7.78    245 0.165  8.02  -103.0    -0.2   1.7   0.5   98.4  11.71    10.9
08/26/12 00:01:13  7.76    245 0.164  8.02  -102.9     0.1   1.1   0.3   98.3  11.70    11.0
08/26/12 00:31:12  7.78    245 0.165  8.01  -102.4    -0.1   1.0   0.3   98.0  11.66    10.9
08/26/12 01:01:13  7.84    245 0.165  8.00  -102.0    -0.2   0.8   0.2   97.7  11.61    11.0
08/26/12 01:31:12  7.89    245 0.165  8.00  -101.7    -0.1   0.4   0.1   97.9  11.62    11.0
08/26/12 02:01:12  7.90    245 0.165  7.99  -101.4     0.1   0.3   0.1   97.7  11.59    10.9
08/26/12 02:31:12  8.02    245 0.166  7.99  -101.4     0.0   1.1   0.3   97.9  11.58    10.9
08/26/12 03:01:13  8.36    245 0.167  8.02  -103.1     0.0   0.9   0.3  100.4  11.78    11.0
08/26/12 03:31:13  8.68    245 0.168  8.06  -105.7     0.3   2.7   0.8  101.9  11.86    11.0
08/26/12 04:01:13  8.54    245 0.168  8.03  -104.1    -0.1   1.9   0.6  100.1  11.70    10.9
08/26/12 04:31:13  8.75    245 0.169  8.05  -104.8    -0.1   5.3   1.6  101.9  11.85    11.0
08/26/12 05:01:13  8.93    244 0.169  8.07  -106.5     0.1   4.8   1.4  103.6  11.99    11.0
08/26/12 05:31:12  8.89    244 0.169  8.09  -107.4     0.4   0.8   0.2  104.2  12.07    10.9
08/26/12 06:01:13  8.93    244 0.169  8.10  -107.8     0.1   1.2   0.4  104.4  12.08    11.0
08/26/12 06:31:12  8.98    244 0.170  8.10  -107.8     0.2   1.0   0.3  104.3  12.06    10.9
08/26/12 07:01:12  9.04    244 0.170  8.09  -107.7     0.1   0.7   0.2  104.0  12.00    10.9
08/26/12 07:31:12  9.06    245 0.170  8.09  -107.4     1.4  24.0   7.1  103.4  11.93    10.9
08/26/12 08:01:13  9.08    244 0.170  8.09  -107.6     0.0  11.9   3.5  103.4  11.93    11.0
08/26/12 08:31:12 10.49    244 0.177  8.15  -111.0     2.9   1.2   0.4  105.7  11.79    10.9
08/26/12 09:01:13 11.41    245 0.181  8.17  -112.7     0.4   3.6   1.1  107.2  11.70    11.0
08/26/12 09:31:12 10.55    247 0.179  8.17  -112.7     1.7  12.9   3.8  106.0  11.81    11.0
08/26/12 10:01:12  9.61    245 0.173  8.16  -111.4     0.2  14.9   4.4  105.2  11.98    10.9
08/26/12 10:31:13  9.21    244 0.171  8.14  -110.0     2.2   5.0   1.5  104.5  12.01    11.0
08/26/12 11:01:12  9.14    244 0.170  8.13  -109.8     0.1   8.8   2.6  104.7  12.05    10.9
08/26/12 11:31:12  8.87    245 0.170  8.14  -110.4    -0.3   7.3   2.2  104.0  12.06    10.9
08/26/12 12:01:13  8.70    244 0.168  8.12  -108.9     0.7   6.8   2.0  103.6  12.06    10.9
08/26/12 12:31:13  8.60    245 0.168  8.12  -108.9    -0.2   5.7   1.7  103.4  12.06    11.0
08/26/12 13:01:07  8.60    245 0.168  8.10  -108.0    -0.1 459.9 135.1  103.3  12.05    11.2
08/26/12 13:31:10  8.54    245 0.168  8.11  -108.3    -0.1 117.8  34.6  103.1  12.04    10.9
08/26/12 14:01:11  8.52    245 0.168  8.12  -108.9     2.5 114.8  33.7  103.1  12.05    10.9
08/26/12 14:31:13  8.58    244 0.168  8.15  -110.5     3.9   3.5   1.1  104.1  12.15    10.9
08/26/12 15:01:13  8.66    244 0.168  8.16  -111.3     7.3   7.4   2.2  105.0  12.23    10.9
08/26/12 15:31:13  8.75    244 0.168  8.18  -112.5     0.5   1.9   0.6  106.3  12.35    11.0
08/26/12 16:01:13  8.85    244 0.169  8.20  -113.5     5.4   2.4   0.7  107.0  12.40    11.0
08/26/12 16:31:13  9.19    244 0.170  8.21  -114.5     7.7  25.8   7.6  108.2  12.44    11.0
08/26/12 17:01:13  9.47    245 0.173  8.19  -113.5     5.9   2.1   0.6  107.0  12.23    11.0
08/26/12 17:31:13  8.86    245 0.169  8.18  -112.7     0.9  10.0   3.0  107.0  12.40    10.9
08/26/12 18:01:13  8.74    245 0.169  8.18  -112.4     5.3   8.6   2.6  106.5  12.38    11.0
08/26/12 18:31:13  8.57    245 0.168  8.15  -110.9     4.7 109.4  32.2  105.3  12.29    11.0
08/26/12 19:01:13  8.57    245 0.168  8.15  -110.8     4.8   5.0   1.5  105.1  12.27    10.9
08/26/12 19:31:12  8.70    245 0.169  8.14  -110.0     7.0   4.7   1.4  104.9  12.21    10.9
08/26/12 20:01:13  8.62    245 0.168  8.13  -109.3     7.1   9.6   2.8  104.3  12.16    10.9
08/26/12 20:31:13  8.80    245 0.169  8.12  -109.1     2.9   5.1   1.5  104.3  12.10    10.9
08/26/12 21:01:13  8.92    245 0.170  8.12  -109.1     5.7  10.3   3.0  104.6  12.10    11.0
08/26/12 21:31:13  9.53    245 0.172  8.12  -109.0     7.1   5.2   1.5  104.9  11.97    11.0
08/26/12 22:01:13  9.17    245 0.171  8.11  -108.5     0.0   3.7   1.1  104.4  12.01    11.0
08/26/12 22:31:13  8.96    245 0.170  8.10  -108.0     2.4   3.1   0.9  103.9  12.01    11.0
08/26/12 23:01:13  8.85    245 0.169  8.09  -107.2    -0.2  32.3   9.5  103.5  12.00    10.9
08/26/12 23:31:13  8.73    245 0.169  8.08  -106.8    -0.1   3.7   1.1  103.2  12.00    10.9
08/27/12 00:01:12  8.66    245 0.169  8.07  -106.3    -0.2   4.4   1.3  102.7  11.96    10.9
08/27/12 00:31:13  8.64    245 0.168  8.07  -106.0    -0.3   6.8   2.0  102.6  11.95    11.0
08/27/12 01:01:13  8.67    245 0.169  8.07  -106.1     0.0   3.4   1.0  102.5  11.94    10.9
08/27/12 01:31:13  8.71    245 0.169  8.05  -105.2    -0.2   1.7   0.5  102.1  11.88    10.9
08/27/12 02:01:13  8.92    245 0.170  8.02  -103.6    -0.1   1.9   0.6  101.8  11.78    10.9
08/27/12 02:31:13  9.53    245 0.172  8.07  -106.2     0.6  14.0   4.1  103.8  11.84    10.9
08/27/12 03:01:13 11.19    245 0.180  8.13  -110.4     0.4  16.0   4.7  106.7  11.71    10.9
08/27/12 03:31:12 12.02    245 0.185  8.15  -111.4     0.9  71.8  21.1  107.3  11.55    10.9
08/27/12 04:01:12 11.22    246 0.181  8.11  -108.8     0.3   0.8   0.3  105.9  11.62    10.9
08/27/12 04:31:13 10.09    247 0.177  8.06  -105.8     1.2   0.3   0.1  103.8  11.68    10.9
08/27/12 05:01:13  9.27    245 0.171  8.03  -104.1     1.4   1.4   0.4  102.3  11.74    10.9
08/27/12 05:31:12  9.05    245 0.171  8.02  -103.3     3.6   4.4   1.3  101.6  11.72    10.9
08/27/12 06:01:12  9.03    245 0.170  8.01  -102.7     1.2   1.7   0.5  101.3  11.70    10.9
08/27/12 06:31:13  9.15    245 0.171  8.01  -103.0     0.9  41.4  12.2  102.2  11.77    10.9
08/27/12 07:01:13  9.12    245 0.171  8.03  -104.2     0.6  13.2   3.9  101.8  11.73    10.9
08/27/12 07:31:13  9.03    245 0.171  8.04  -104.4    41.4 101.7  29.9  101.6  11.73    10.9
08/27/12 08:01:13  8.68    245 0.169  8.04  -104.7     4.3  25.0   7.4  100.7  11.72    10.9
08/27/12 08:31:13  8.50    246 0.168  8.10  -108.1     0.9  30.2   8.9  101.5  11.86    10.9
08/27/12 09:01:12  8.51    245 0.168  8.16  -111.5    18.3   7.3   2.2  102.0  11.92    10.9
08/27/12 09:31:13  8.94    245 0.170  8.16  -111.4     0.6  37.3  11.0  103.6  11.98    10.9
08/27/12 10:01:13 10.41    244 0.176  8.24  -116.7     0.3  78.1  22.9  107.9  12.06    10.9
08/27/12 10:31:13  9.80    245 0.174  8.29  -119.4     1.0  13.8   4.1  107.0  12.12    10.9
08/27/12 11:01:12  9.68    244 0.173  8.35  -122.6     0.2  11.7   3.4  108.4  12.33    10.9
08/27/12 11:31:13  9.18    245 0.171  8.38  -124.3     0.7  12.3   3.6  107.6  12.38    10.9
08/27/12 12:01:11 10.83    247 0.180  8.21  -114.9    15.4  28.4   8.3  109.4  12.11    10.9
08/27/12 12:31:11  9.45    247 0.174  8.18  -112.5    -0.3  12.8   3.8  107.0  12.23    10.9
08/27/12 13:01:12  9.46    247 0.174  8.17  -112.3    -0.4  20.8   6.1  106.9  12.21    10.9
08/27/12 13:31:12  9.45    247 0.173  8.20  -114.0    -0.5   3.8   1.1  109.2  12.48    10.9
08/27/12 14:01:12  8.92    247 0.171  8.23  -115.2    -0.4   8.3   2.5  110.4  12.77    10.9
08/27/12 14:31:12  8.68    247 0.170  8.22  -115.1    -0.4   5.6   1.7  109.3  12.73    10.9
08/27/12 15:01:12  8.58    247 0.169  8.19  -112.9    -0.4   1.7   0.5  106.9  12.47    11.0
08/27/12 15:31:12  8.53    247 0.169  8.20  -113.7    -0.4   9.2   2.7  107.3  12.54    10.9
08/27/12 16:01:11 17.69    256 0.221  8.38  -126.5    -0.1   3.5   1.0  114.2  10.87    10.9
08/27/12 16:31:11 18.07    251 0.217  8.39  -127.5    14.3   1.8   0.5  116.8  11.04    11.0
08/27/12 17:01:11 17.97    250 0.217  8.38  -127.0    10.8   1.1   0.3  117.3  11.11    11.0
08/27/12 17:31:12 18.56    251 0.220  8.39  -127.4     0.6   2.9   0.9  116.6  10.91    10.9
08/27/12 18:01:11 16.47    249 0.209  8.38  -126.5     0.5   1.2   0.4  117.5  11.48    11.0
08/27/12 18:31:12 11.97    247 0.185  8.31  -120.8     0.3  13.0   3.8  116.6  12.56    10.9
08/27/12 19:01:12 10.82    246 0.180  8.29  -119.7    -0.3   1.9   0.6  115.7  12.80    10.9
08/27/12 19:31:13 10.56    246 0.178  8.28  -118.7     0.0  12.8   3.8  114.5  12.75    11.0
08/27/12 20:01:12 10.57    247 0.179  8.28  -118.6     0.4   0.4   0.1  113.9  12.68    10.9
08/27/12 20:31:12 10.09    247 0.176  8.25  -116.9     0.1  13.4   3.9  112.3  12.65    10.9
08/27/12 21:01:12  9.43    247 0.173  8.20  -113.6    -0.1   8.2   2.4  108.8  12.44    10.9
08/27/12 21:31:07 10.37    247 0.178  8.20  -114.2     0.9 457.0 134.2  109.7  12.27    10.9
08/27/12 22:01:10 10.27    247 0.178  8.18  -113.2     0.2 171.8  50.5  108.1  12.12    10.9
08/27/12 22:31:13 10.00    247 0.176  8.21  -114.3     0.0  57.7  17.0  108.7  12.27    10.9
08/27/12 23:01:12  9.68    248 0.175  8.18  -113.0     1.4   7.2   2.1  107.7  12.24    10.9
08/27/12 23:31:13  9.37    247 0.173  8.18  -112.5     1.0  29.5   8.7  107.2  12.27    10.9
08/28/12 00:01:13 10.24    246 0.177  8.22  -115.2     0.1  92.4  27.1  110.1  12.35    11.0
08/28/12 00:31:07 10.55    247 0.179  8.23  -116.0     0.8 122.9  36.1  110.6  12.31    10.9
08/28/12 01:01:12 10.64    247 0.179  8.22  -115.2     1.0  16.9   5.0  110.1  12.24    10.9
08/28/12 01:31:13 10.41    247 0.178  8.21  -114.4     0.0   6.7   2.0  109.4  12.23    10.9
08/28/12 02:01:13  9.91    247 0.176  8.19  -113.3     0.5  20.2   6.0  107.8  12.19    10.9
08/28/12 02:31:13  9.81    247 0.175  8.22  -114.8     0.3  35.3  10.4  109.1  12.37    10.9
08/28/12 03:01:13  9.16    247 0.172  8.16  -111.4     1.7  17.2   5.1  106.4  12.24    10.9
08/28/12 03:31:13  9.02    247 0.172  8.16  -111.6     1.9  24.9   7.3  106.4  12.29    10.9
08/28/12 04:01:13  9.22    247 0.172  8.19  -113.0    10.5  14.5   4.3  107.6  12.37    10.9
08/28/12 04:31:13  9.19    247 0.172  8.18  -112.4     4.0  24.2   7.1  107.4  12.35    10.9
08/28/12 05:01:13  9.15    247 0.172  8.17  -112.1     2.2   4.3   1.3  107.0  12.32    10.9
08/28/12 05:31:13  9.06    247 0.172  8.16  -111.8     2.8   5.0   1.5  106.0  12.22    10.9
08/28/12 06:01:13  8.99    247 0.172  8.14  -110.4     0.4   5.6   1.7  105.0  12.13    10.9
08/28/12 06:31:13 10.10    246 0.176  8.16  -111.6     0.1  12.8   3.8  106.9  12.03    11.0
08/28/12 07:01:13  9.87    247 0.176  8.16  -111.7     1.3   8.4   2.5  106.9  12.09    10.9
08/28/12 07:31:13  9.70    247 0.175  8.15  -110.8     1.0  11.7   3.5  106.2  12.07    10.9
08/28/12 08:01:13  9.17    248 0.173  8.13  -109.9     4.9  13.7   4.0  104.5  12.02    10.9
08/28/12 08:31:13  9.24    246 0.172  8.13  -109.9    10.1   5.2   1.6  105.8  12.15    10.9
08/28/12 09:01:13  9.43    248 0.174  8.17  -112.2     5.6   7.4   2.2  106.0  12.12    10.9
08/28/12 09:31:13  9.42    247 0.174  8.21  -114.2     1.2   9.5   2.8  109.6  12.53    10.9
08/28/12 10:01:13  9.15    247 0.172  8.20  -114.0     3.7  22.7   6.7  108.8  12.52    10.9
08/28/12 10:31:13 10.54    247 0.179  8.30  -120.1     1.2   9.3   2.8  114.8  12.78    10.9
08/28/12 11:01:13  9.57    247 0.174  8.18  -112.7    -0.3  54.0  15.9  108.3  12.34    10.9
08/28/12 11:31:13  9.28    247 0.173  8.18  -112.9     0.0  30.0   8.8  108.2  12.41    10.9
08/28/12 12:01:13  8.59    247 0.170  8.20  -113.5     1.0  22.6   6.6  108.1  12.61    10.9
08/28/12 12:31:13  8.42    247 0.169  8.19  -113.3     5.1   7.5   2.2  106.7  12.49    10.9
08/28/12 13:01:13  8.45    247 0.169  8.18  -112.7     0.0   1.6   0.5  106.6  12.48    10.9
08/28/12 13:31:13  8.60    247 0.170  8.18  -112.4    -0.1  11.4   3.4  105.9  12.35    10.9
08/28/12 14:01:13  8.78    247 0.170  8.25  -116.7     0.7   9.9   2.9  110.2  12.80    10.9
08/28/12 14:31:13  9.04    247 0.172  8.24  -116.1     0.2  10.1   3.0  110.2  12.72    10.9
08/28/12 15:01:13  9.33    247 0.173  8.23  -115.8     0.6   1.2   0.4  109.6  12.56    10.9
08/28/12 15:31:14  9.66    247 0.175  8.26  -117.4    -0.2   4.6   1.4  112.8  12.83    10.9
08/28/12 16:01:13 10.02    247 0.176  8.31  -120.2    -0.2   2.8   0.8  115.3  13.00    10.9
08/28/12 16:31:13 11.11    246 0.181  8.29  -119.5     0.0   3.9   1.1  114.3  12.57    10.9
08/28/12 17:01:13 11.73    246 0.184  8.38  -124.7     0.1   8.2   2.4  119.6  12.96    10.9
08/28/12 17:31:13 11.47    246 0.183  8.32  -121.6     0.3  21.4   6.3  116.7  12.72    10.9
08/28/12 18:01:12 12.35    247 0.187  8.36  -124.0    -0.2  14.1   4.1  118.9  12.71    10.9
08/28/12 18:31:12 12.83    247 0.190  8.31  -121.3     0.8   4.4   1.3  116.4  12.30    10.9
08/28/12 19:01:12 13.44    248 0.193  8.31  -121.4    -0.4   2.9   0.9  115.8  12.08    10.9
08/28/12 19:31:12 12.66    247 0.189  8.30  -120.6     0.1   0.9   0.3  115.3  12.23    10.9
08/28/12 20:01:12 12.94    248 0.191  8.29  -119.9     0.1   6.0   1.8  114.3  12.06    10.9
08/28/12 20:31:13 13.37    248 0.193  8.30  -120.5     1.7   4.0   1.2  114.8  11.99    10.9
08/28/12 21:01:12 12.20    247 0.187  8.32  -121.5    -0.2   3.0   0.9  116.7  12.51    10.9
08/28/12 21:31:12 12.24    247 0.187  8.31  -121.2     0.0   1.0   0.3  116.6  12.49    10.9
08/28/12 22:01:13 10.22    246 0.177  8.32  -121.2    -0.1   9.4   2.8  116.7  13.09    10.9
08/28/12 22:31:13  9.51    246 0.173  8.29  -119.3     0.1 133.9  39.3  114.5  13.07    11.0
08/28/12 23:01:13  9.21    246 0.172  8.28  -118.4     0.0   8.9   2.6  113.3  13.03    10.8
08/28/12 23:31:13  9.07    246 0.171  8.27  -117.7    -0.2  39.1  11.5  112.4  12.97    10.9
08/29/12 00:01:13  8.88    247 0.171  8.23  -115.4     0.0   6.8   2.0  110.2  12.77    10.9
08/29/12 00:31:13  8.81    247 0.170  8.21  -114.4     0.0   2.2   0.7  108.8  12.63    10.9
08/29/12 01:01:13  8.83    247 0.171  8.21  -114.1     0.0  18.1   5.3  108.7  12.61    10.9
08/29/12 01:31:14  8.85    247 0.171  8.20  -113.8     0.0   2.7   0.8  108.5  12.58    10.9
08/29/12 02:01:13  8.84    247 0.171  8.20  -113.6    -0.2  24.6   7.3  108.3  12.56    10.9
